sqft,bedrooms,bathrooms,year_built,neighborhood,has_garage,price
2530.3739624409936,4,2.0,1954.0,downtown,False,434284.8519913007
2377.6704212216023,3,1.5,1969.0,suburb,False,412675.13570788107
1375.5179257604632,3,3.0,1970.0,industrial,False,251710.31069818538
1985.7854754771777,1,1.5,2007.0,rural,True,299293.0674550211
1822.6879747925736,5,2.5,1980.0,suburb,True,409284.39470758114
2184.3157787661744,1,1.0,1960.0,rural,False,296183.5457601665
1017.5382697099478,2,1.0,2001.0,industrial,False,216120.11548376852
1843.0257299992197,1,3.0,1964.0,rural,True,325331.5982855015
2029.212243424794,1,2.5,1956.0,downtown,True,276107.6346500012
620.6302567884428,4,2.0,1977.0,rural,True,159267.59894819674
908.3707436671125,3,2.5,2000.0,suburb,False,257578.89364148804
480.38391111994974,5,1.0,2007.0,rural,False,149122.62073380203
1365.2965827777211,1,1.0,1954.0,rural,False,190862.35954737655
1858.7711278979812,5,2.5,1954.0,downtown,True,395177.49598225404
2251.178526048014,1,2.5,1957.0,rural,True,385178.49418568
1537.0473902098877,2,1.0,,rural,False,272510.94195014826
2314.307772785646,1,2.0,1959.0,industrial,False,346720.8600770977
809.9492708925543,4,3.0,1987.0,industrial,True,270663.48648483836
648.3087803224226,3,3.0,1957.0,suburb,True,220913.30696229075
1472.2261505516906,2,2.5,1974.0,industrial,True,302699.66410620743
1692.0327244696537,1,3.0,2022.0,industrial,True,320364.45294739876
1483.6526259529535,5,1.0,2015.0,industrial,False,308799.92224371526
466.2789499800617,2,1.0,1999.0,industrial,True,87528.51030031231
1455.4399802436058,2,2.5,2016.0,downtown,True,307491.42019451363
847.7652497475734,1,2.5,1998.0,industrial,True,184216.7340887965
1834.8362744150193,2,2.5,1985.0,downtown,False,375273.3989506458
1683.299123048424,5,2.0,2017.0,downtown,False,398508.37123334775
1030.0601068363223,2,3.0,,industrial,True,177416.60697265383
1243.0665413316533,5,2.5,2011.0,rural,True,349018.40973143553
970.3932390555242,1,1.5,1959.0,downtown,True,125617.16703889625
1468.660451363414,3,1.5,1970.0,rural,False,264279.92954594153
1977.5711602506192,2,1.0,1985.0,rural,False,339641.68022514373
1007.1369768322281,3,3.0,1961.0,industrial,False,284440.5712183531
1752.0232577589222,5,2.5,1951.0,suburb,True,457101.04534399917
1234.8711908137795,2,1.5,1962.0,industrial,False,234932.37039615243
1103.563583868828,4,3.0,2002.0,suburb,True,274038.63901871257
1446.4848200227211,3,1.0,1981.0,suburb,True,286507.89245782467
982.378838790313,2,2.0,1965.0,industrial,True,214486.48859476205
1223.1753473264089,3,3.0,1981.0,industrial,False,257356.27333224556
901.0610537055758,2,3.0,1981.0,suburb,True,252515.498733206
2482.3625664581946,1,2.0,1960.0,industrial,False,397256.50774447125
1517.6317759858644,3,3.0,1959.0,suburb,False,315077.0590706215
1150.1372460037073,4,1.0,1964.0,rural,True,257498.31446218994
1606.989955367111,4,1.0,1966.0,industrial,True,319696.0916235003
1443.8359751545852,5,2.0,1989.0,rural,False,354243.61128727614
1389.5152002333884,2,2.5,1967.0,downtown,True,238909.68443860058
1807.0833500217127,3,1.5,2004.0,rural,False,326813.44988487597
1878.7538550236525,5,2.5,2022.0,rural,True,385308.45126439707
1234.7494261947363,3,3.0,1974.0,suburb,False,278397.45084781724
1212.09087967766,2,1.5,2008.0,rural,False,259681.72705701244
1362.474151424178,4,2.0,1971.0,industrial,False,301604.3086981833
349.0394176322077,1,2.0,,suburb,False,130090.68564525727
742.4044689007238,4,1.5,1993.0,downtown,True,198192.7897702372
2183.4371337222624,5,1.0,1981.0,industrial,True,441077.81972611474
2322.4838567506417,1,1.5,2000.0,downtown,False,346121.55222841684
1375.4819802218108,5,3.0,1995.0,rural,False,325209.3059590396
1788.2784815278833,2,1.0,1970.0,industrial,True,317107.9049561558
1655.625077271768,1,2.0,1981.0,industrial,True,302316.82491305954
3039.440404227619,5,1.5,1988.0,downtown,True,551597.0522042175
2059.787455717288,2,2.5,1961.0,industrial,True,352820.1408018512
1436.0412042596167,4,2.5,1996.0,industrial,True,273369.9682385182
1022.2297796997871,2,3.0,1967.0,industrial,True,199123.59093076977
696.7768398712137,3,2.5,1970.0,rural,False,201728.02088627563
1601.7318179336116,2,1.5,1962.0,downtown,True,289015.92317323876
1121.8246273578484,2,1.5,,industrial,True,218793.66574511354
788.873145201163,3,2.5,1957.0,suburb,False,183824.18239560325
1176.7135578787368,5,1.5,1995.0,suburb,True,284718.92844065576
959.2259981928025,5,3.0,1956.0,suburb,True,235074.26554471697
2343.5708175362824,2,1.0,1972.0,suburb,True,401500.4752365184
1940.8198784747253,3,3.0,1971.0,rural,True,382252.1701028905
1496.0136793416914,3,3.0,1971.0,industrial,True,317662.61734103767
2239.972069445013,4,1.5,1978.0,downtown,False,399714.7651367245
1538.684153823809,5,1.0,1962.0,industrial,True,250202.33547743404
1069.3578993358683,1,1.5,1951.0,rural,False,199318.2662529911
2261.5620386348287,5,2.0,1978.0,suburb,False,431869.1821149722
1769.4550218423294,5,1.5,2001.0,rural,True,350534.98035505577
981.3769228367718,4,1.5,,industrial,False,246510.90578293556
1404.830660958196,1,1.5,1999.0,downtown,True,228964.2199461555
1062.1908733076214,4,1.0,1972.0,rural,False,260126.72251754187
808.600134517832,1,1.5,1993.0,downtown,False,166800.19866497573
